                  epoch,         train/box_loss,         train/cls_loss,         train/dfl_loss,   metrics/precision(B),      metrics/recall(B),       metrics/mAP50(B),    metrics/mAP50-95(B),           val/box_loss,           val/cls_loss,           val/dfl_loss,                 lr/pg0,                 lr/pg1,                 lr/pg2
                    133,                 1.4456,                  0.659,                0.85454,                0.83108,                0.77104,                0.81931,                0.34976,                 2.0169,                  1.095,                0.99928,             0.00074062,             0.00074062,             0.00074062
                    134,                 1.4132,                0.65747,                0.85025,                0.87089,                0.77188,                 0.8433,                0.35039,                 2.0168,                 1.0707,                0.98828,             0.00073864,             0.00073864,             0.00073864
                    135,                 1.4326,                  0.661,                0.84961,                0.86347,                 0.7394,                0.82113,                0.33979,                 2.0629,                 1.1074,                 1.0006,             0.00073666,             0.00073666,             0.00073666
                    136,                 1.4154,                0.65675,                0.84083,                0.83783,                0.76119,                0.81553,                0.34509,                 2.0335,                  1.048,                  1.001,             0.00073468,             0.00073468,             0.00073468
                    137,                  1.375,                 0.6362,                 0.8481,                0.83311,                0.74876,                0.80457,                0.34867,                 2.0414,                 1.1978,                0.99665,              0.0007327,              0.0007327,              0.0007327
                    138,                 1.3814,                0.63727,                0.84284,                0.86367,                0.73632,                0.81307,                0.34711,                 2.0415,                 1.1882,                 1.0041,             0.00073072,             0.00073072,             0.00073072
                    139,                 1.4627,                0.66225,                 0.8504,                0.84023,                0.79104,                0.84084,                0.35362,                 2.0168,                 1.1288,                 1.0033,             0.00072874,             0.00072874,             0.00072874
                    140,                 1.4347,                0.65461,                0.85046,                0.86925,                0.76866,                0.84416,                0.35979,                 2.0155,                  1.079,                 0.9995,             0.00072676,             0.00072676,             0.00072676
                    141,                 1.4514,                0.66564,                   0.84,                0.88898,                0.73383,                0.82676,                0.35502,                 2.0159,                  1.108,                0.99491,             0.00072478,             0.00072478,             0.00072478
                    142,                  1.438,                0.65668,                 0.8453,                0.86318,                0.75373,                 0.8203,                0.34271,                 1.9972,                 1.1072,                 0.9911,              0.0007228,              0.0007228,              0.0007228
                    143,                 1.4395,                0.65415,                0.84617,                 0.8408,                0.77512,                0.83569,                0.34767,                 2.0516,                 1.0402,                0.99349,             0.00072082,             0.00072082,             0.00072082
                    144,                 1.4269,                0.67006,                0.84462,                0.88043,                0.75124,                0.83864,                0.35127,                 2.0845,                 1.1229,                 1.0067,             0.00071884,             0.00071884,             0.00071884
                    145,                 1.3878,                0.63423,                0.84931,                0.84098,                0.77615,                0.82187,                0.34825,                 2.0641,                  1.075,                 1.0052,             0.00071686,             0.00071686,             0.00071686
                    146,                 1.4055,                0.64118,                0.84903,                  0.815,                0.78607,                0.82627,                 0.3472,                 2.0249,                  1.068,                0.99466,             0.00071488,             0.00071488,             0.00071488
                    147,                 1.3739,                 0.6313,                0.84421,                 0.8803,                0.76119,                0.84414,                0.34964,                 2.0367,                 1.1798,                0.99946,              0.0007129,              0.0007129,              0.0007129
